ID,word,nugget,argument
175,not,I-DiscoverVulnerability,O
177,Cross-site,O,I-Vulnerability
177,XSS,O,B-CVE
177,allows,O,B-Software
177,remote,O,I-System
177,attackers,O,I-System
181,XSS,O,B-CVE
181,allows,O,B-Software
181,remote,O,I-System
181,attackers,O,I-System
197,addressing,B-PatchVulnerability,O
206,amazed,I-DiscoverVulnerability,O
214,fixes,B-PatchVulnerability,O
214,recent,O,B-System
214,reported,B-DiscoverVulnerability,B-Vulnerability
214,by,O,I-Vulnerability
214,FreeBSD,O,I-Vulnerability
214,.,O,I-Vulnerability
216,'s,O,B-System
226,discovered,I-DiscoverVulnerability,O
234,fixes,B-PatchVulnerability,O
234,recent,O,B-System
234,reported,B-DiscoverVulnerability,B-Vulnerability
234,by,O,I-Vulnerability
234,FreeBSD,O,I-Vulnerability
234,.,O,I-Vulnerability
236,'s,O,B-System
246,discovered,I-DiscoverVulnerability,O
254,APSB15-19,O,I-Software
263,APSB15-19,O,I-Software
263,Remote,O,I-Software
263,...,O,B-Vulnerability
265,),O,B-Vulnerability
267,APSB15-19,O,I-Software
267,Remote,O,I-Software
267,...,O,B-Vulnerability
268,APSB15-19,O,I-Software
268,Remote,O,I-Software
268,...,O,B-Vulnerability
270,),O,B-Vulnerability
272,finds,B-DiscoverVulnerability,O
277,know,O,B-Vulnerability
301,discover,B-DiscoverVulnerability,O
301,iOS,O,B-Person
301,allowing,O,B-Vulnerability
301,file,O,B-System
301,attack,O,I-Software
302,patch,I-PatchVulnerability,O
302,for,O,B-Device
302,the,O,I-Device
308,exposed,B-DiscoverVulnerability,O
309,fixes,B-PatchVulnerability,O
309,lock,O,B-System
309,.,O,B-Vulnerability
311,PayPal,O,I-Vulnerability
311,Vulnerability,O,I-Vulnerability
311,Allows,O,I-Vulnerability
316,open,O,B-Vulnerability
316,to,O,I-Vulnerability
324,.,O,B-System
325,lead,O,I-Version
325,http://bit.ly/1jzOycrÃÂÃÂ ,O,B-System
327,open,O,B-Vulnerability
327,to,O,I-Vulnerability
331,to,O,I-Vulnerability
332,discover,B-DiscoverVulnerability,O
332,iOS,O,B-Person
332,allowing,O,B-Vulnerability
332,file,O,B-System
332,attack,O,I-Software
334,discover,B-DiscoverVulnerability,O
334,iOS,O,B-Person
334,allowing,O,B-Vulnerability
334,file,O,B-System
334,attack,O,I-Software
336,discover,B-DiscoverVulnerability,O
336,iOS,O,B-Person
336,allowing,O,B-Vulnerability
336,file,O,B-System
336,attack,O,I-Software
338,vulnerability,O,I-Organization
338,shortcomings,O,I-Vulnerability
338,helps,O,I-Vulnerability
344,discover,B-DiscoverVulnerability,O
344,iOS,O,B-Person
344,allowing,O,B-Vulnerability
344,file,O,B-System
344,attack,O,I-Software
347,:,O,B-Vulnerability
347,[,O,B-Vulnerability
347,http://eset.comÃÂÃÂ ,O,I-Vulnerability
351,disclosure,I-DiscoverVulnerability,O
352,is,B-DiscoverVulnerability,O
352,his,O,B-Person
352,might,B-DiscoverVulnerability,O
352,be,I-DiscoverVulnerability,O
352,vulnerable,I-DiscoverVulnerability,O
357,of,O,B-Organization
357,patch,B-PatchVulnerability,O
357,discovered,I-DiscoverVulnerability,O
357,http://okt.to/OmAOCzÃÂÃÂ ,O,B-Vulnerability
357,?,O,I-Vulnerability
361,to,O,I-Vulnerability
363,open,O,B-Vulnerability
363,to,O,I-Vulnerability
364,open,O,B-Vulnerability
364,to,O,I-Vulnerability
365,open,O,B-Vulnerability
365,to,O,I-Vulnerability
367,to,O,I-Vulnerability
369,open,O,B-Vulnerability
369,to,O,I-Vulnerability
370,open,O,B-Vulnerability
370,to,O,I-Vulnerability
372,open,O,B-Vulnerability
372,to,O,I-Vulnerability
375,open,O,B-Vulnerability
375,to,O,I-Vulnerability
379,open,O,B-Vulnerability
379,to,O,I-Vulnerability
382,increased,I-PatchVulnerability,O
384,WinRAR,O,I-Vulnerability
387,on,O,B-Vulnerability
394,exposed,B-DiscoverVulnerability,O
394,vulnerability,O,B-Vulnerability
394,Creator,O,I-Vulnerability
395,exposed,B-DiscoverVulnerability,O
395,vulnerability,O,B-Vulnerability
395,Creator,O,I-Vulnerability
416,Vulnerability,O,I-Vulnerability
432,A,O,B-Vulnerability
432,affects,B-DiscoverVulnerability,O
432,these,O,B-Vulnerability
432,of,O,I-Vulnerability
432,ÃÂ¢ÃÂÃÂ¦,O,B-System
434,affects,B-DiscoverVulnerability,O
434,of,O,I-Vulnerability
434,:,O,B-System
437,to,O,I-Vulnerability
446,identified,B-DiscoverVulnerability,O
446,http://www.welivesecurity.com/2015/09/30/significant-winrar-vulnerability-identified/ÃÂÃÂ ÃÂ¢ÃÂÃÂ¦,O,B-Vulnerability
448,WinRAR,O,I-Vulnerability
448,identified,B-DiscoverVulnerability,O
448,see,O,B-Vulnerability
448,http://disq.us/8os0y6ÃÂÃÂ pic.twitter.com/FkRAKzCQPh,O,B-Vulnerability
450,Expert,O,I-Vulnerability
451,found,B-DiscoverVulnerability,O
451,fuzzing,O,I-Vulnerability
451,got,B-PatchVulnerability,I-Vulnerability
451,patched,I-PatchVulnerability,O
451,in,O,B-Time
451,.,O,B-Vulnerability
453,no,O,B-System
454,upload,O,B-System
454,file,O,I-Capabilities
454,http://haktuts.blogspot.com/2015/09/vulnerability-in-ios-allowing-attacker-to-upload-malicious-file.htmlÃÂÃÂ ÃÂ¢ÃÂÃÂ¦,O,I-Capabilities
455,discloses,B-DiscoverVulnerability,O
455,in,O,B-Person
455,http://j.mp/1M6MF2ZÃÂÃÂ ,O,B-Vulnerability
456,Critical,O,I-Vulnerability
464,disclosure,I-DiscoverVulnerability,O
466,disclosure,I-DiscoverVulnerability,O
467,disclosure,I-DiscoverVulnerability,O
468,disclosure,I-DiscoverVulnerability,O
470,identified,B-DiscoverVulnerability,O
470,http://ift.tt/1WykD2LÃÂÃÂ ,O,B-Vulnerability
470,An,O,B-Vulnerability
470,expert,O,I-Vulnerability
470,says,B-DiscoverVulnerability,O
470,the,O,B-Person
470,popular,O,I-Person
473,shows,B-DiscoverVulnerability,O
496,fixes,B-PatchVulnerability,O
496,Siri,O,B-System
496,lock,O,B-Version
496,vulnerability,O,B-Vulnerability
496,that,O,I-Vulnerability
496,let,O,I-Vulnerability
496,users,O,I-Vulnerability
496,access,O,I-Vulnerability
496,and,O,B-Capabilities
496,contacts,O,I-Capabilities
496,-,O,I-Capabilities
496,Mac,O,I-Capabilities
496,Rumors,O,I-Capabilities
496,http://buff.ly/1FItIS8ÃÂÃÂ ,O,I-Capabilities
500,:,O,I-Vulnerability
503,identified,B-DiscoverVulnerability,O
503,-,O,B-Vulnerability
503,An,O,B-Vulnerability
503,expert,O,I-Vulnerability
503,says,B-DiscoverVulnerability,O
503,popular,O,I-Person
505,fixes,B-PatchVulnerability,O
505,Siri,O,B-System
505,lock,O,B-Version
505,vulnerability,O,B-Vulnerability
505,that,O,I-Vulnerability
505,let,O,I-Vulnerability
505,users,O,I-Vulnerability
505,access,O,I-Vulnerability
505,and,O,B-Capabilities
505,contacts,O,I-Capabilities
505,on,O,I-Capabilities
505,a,O,I-Capabilities
505,locked,O,I-Capabilities
507,a,O,I-Device
507,related,O,I-Device
507,thinks,B-DiscoverVulnerability,O
510,fixes,B-PatchVulnerability,O
510,Siri,O,B-System
510,vulnerability,O,B-Vulnerability
510,that,O,I-Vulnerability
510,let,O,I-Vulnerability
510,users,O,I-Vulnerability
510,access,O,I-Vulnerability
510,and,O,B-Capabilities
510,contacts,O,I-Capabilities
510,on,O,I-Capabilities
510,a,O,I-Capabilities
510,locked,O,I-Capabilities
510,ÃÂ¢ÃÂÃÂ¦,O,I-Capabilities
514,fixes,B-PatchVulnerability,O
514,vulnerability,O,B-Vulnerability
514,that,O,I-Vulnerability
514,let,O,I-Vulnerability
514,users,O,I-Vulnerability
514,access,O,I-Vulnerability
514,and,O,B-Capabilities
514,contacts,O,I-Capabilities
514,on,O,I-Capabilities
514,a,O,I-Capabilities
516,traits,O,I-Device
516,of,O,I-Device
519,fixes,B-PatchVulnerability,O
519,the,O,B-System
519,lock,O,B-Version
519,that,O,B-Vulnerability
519,allowed,O,I-Vulnerability
519,access,O,I-Vulnerability
519,to,O,I-Vulnerability
519,and,O,B-Capabilities
519,contacts,O,I-Capabilities
519,on,O,I-Capabilities
519,a,O,I-Capabilities
519,device,O,I-Capabilities
521,iOS,O,B-Device
521,9.0.2,O,I-Device
521,also,O,I-Device
521,fixes,B-PatchVulnerability,O
521,the,O,B-System
521,lock,O,B-Version
521,that,O,B-Vulnerability
521,allowed,O,I-Vulnerability
521,access,O,I-Vulnerability
521,to,O,I-Vulnerability
521,and,O,B-Capabilities
521,contacts,O,I-Capabilities
521,on,O,I-Capabilities
521,a,O,I-Capabilities
521,device,O,I-Capabilities
523,iOS,O,B-Device
523,9.0.2,O,I-Device
523,fixes,B-PatchVulnerability,I-Device
523,Siri,O,B-System
523,lock,O,B-Version
523,vulnerability,O,B-Vulnerability
523,that,O,I-Vulnerability
523,let,O,I-Vulnerability
523,users,O,I-Vulnerability
523,access,O,I-Vulnerability
523,and,O,B-Capabilities
523,contacts,O,I-Capabilities
523,on,O,I-Capabilities
523,a,O,I-Capabilities
523,locked,O,I-Capabilities
525,The,O,I-Device
525,Docs,O,I-Device
527,identified,B-DiscoverVulnerability,O
527,-,O,B-Vulnerability
527,An,O,B-Vulnerability
527,expert,O,I-Vulnerability
527,says,B-DiscoverVulnerability,O
527,popular,O,I-Person
529,fixes,B-PatchVulnerability,O
529,Siri,O,B-System
529,vulnerability,O,B-Vulnerability
529,that,O,I-Vulnerability
529,let,O,I-Vulnerability
529,users,O,I-Vulnerability
529,access,O,I-Vulnerability
529,and,O,B-Capabilities
529,contacts,O,I-Capabilities
529,on,O,I-Capabilities
529,a,O,I-Capabilities
529,lock,O,I-Capabilities
529,ÃÂ¢ÃÂÃÂ¦,O,I-Capabilities
533,fixes,B-PatchVulnerability,O
533,Siri,O,B-System
533,lock,O,B-Version
533,vulnerability,O,B-Vulnerability
533,that,O,I-Vulnerability
533,let,O,I-Vulnerability
533,users,O,I-Vulnerability
533,access,O,I-Vulnerability
533,and,O,B-Capabilities
533,contacts,O,I-Capabilities
533,on,O,I-Capabilities
533,a,O,I-Capabilities
533,locked,O,I-Capabilities
535,Zer0-day,O,I-Device
535,Vulnerability,O,I-Device
537,fixes,B-PatchVulnerability,O
537,Siri,O,B-System
537,lock,O,B-Version
537,vulnerability,O,B-Vulnerability
537,that,O,I-Vulnerability
537,let,O,I-Vulnerability
537,users,O,I-Vulnerability
537,access,O,I-Vulnerability
537,and,O,B-Capabilities
537,contacts,O,I-Capabilities
537,on,O,I-Capabilities
537,a,O,I-Capabilities
537,locked,O,I-Capabilities
539,Vulnerability,O,I-Device
539,Is,O,I-Device
545,found,B-DiscoverVulnerability,O
545,in,I-DiscoverVulnerability,O
545,the,O,B-Vulnerability
545,latest,O,I-Vulnerability
545,http://ow.ly/SR7NDÃÂÃÂ ,O,I-Version
545,#datasec,O,I-Version
546,found,B-DiscoverVulnerability,O
546,vulnerability,O,B-Person
546,your,O,B-Vulnerability
546,website,O,I-Vulnerability
546,",",O,I-Vulnerability
548,discover,B-DiscoverVulnerability,O
548,iOS,O,B-Person
548,allowing,O,B-Vulnerability
548,file,O,B-System
548,attack,O,I-Software
550,discovered,B-DiscoverVulnerability,O
550,in,I-DiscoverVulnerability,B-Vulnerability
550,old,O,I-Vulnerability
550,Intel,O,I-Vulnerability
551,But,O,B-Device
551,then,O,I-Device
551,again,O,I-Device
554,font,O,I-Person
565,iPhone,O,B-Vulnerability
565,4s,O,I-Vulnerability
565,&,O,I-Vulnerability
565,",",O,B-Device
565,",",O,I-Device
565,.,O,B-Device
588,A,B-Phishing,O
588,spear-phishing,I-Phishing,O
588,a,O,B-Time
588,vulnerability,O,B-Capabilities
588,to,O,I-Capabilities
588,infect,O,I-Capabilities
588,users,O,I-Capabilities
588,with,O,I-Capabilities
589,KILLER,O,I-Capabilities
589,!,O,I-Capabilities
590,OnePlus,O,I-Capabilities
590,#TechTongue,O,B-Vulnerability
590,#Tech,O,I-Vulnerability
596,found,B-DiscoverVulnerability,O
602,reporting,B-DiscoverVulnerability,O
604,found,B-DiscoverVulnerability,O
606,found,B-DiscoverVulnerability,O
609,found,B-DiscoverVulnerability,O
613,to,O,I-Vulnerability
619,found,B-DiscoverVulnerability,O
622,found,B-DiscoverVulnerability,O
624,discover,B-DiscoverVulnerability,O
624,iOS,O,B-Person
624,allowing,O,B-Vulnerability
624,file,O,B-System
624,attack,O,I-Software
626,affected,B-DiscoverVulnerability,O
626,wo,O,B-Vulnerability
632,open,O,B-Vulnerability
632,to,O,I-Vulnerability
634,open,O,B-Vulnerability
634,to,O,I-Vulnerability
636,team,O,B-Person
636,discovered,B-DiscoverVulnerability,B-Person
636,a,O,I-Person
636,critical,O,I-Person
636,vulnerability,O,I-Person
636,a,O,B-Vulnerability
636,commonly,O,I-Vulnerability
636,used,O,I-Vulnerability
638,discover,B-DiscoverVulnerability,O
638,iOS,O,B-Person
638,allowing,O,B-Vulnerability
638,file,O,B-System
638,attack,O,I-Software
642,discover,B-DiscoverVulnerability,O
642,iOS,O,B-Person
642,allowing,O,B-Vulnerability
642,file,O,B-System
642,attack,O,I-Software
643,enable,O,I-Vulnerability
643,access,B-Databreach,O
643,information,O,I-Person
643,.,O,I-Data
644,live,O,B-System
644,like,O,I-Data
649,found,B-DiscoverVulnerability,O
650,identified,B-DiscoverVulnerability,O
650,http://www.welivesecurity.com/2015/09/30/significant-winrar-vulnerability-identified/ÃÂÃÂ ÃÂ¢ÃÂÃÂ¦,O,B-Vulnerability
651,common,O,I-Vulnerability
652,reveals,B-DiscoverVulnerability,O
659,discover,B-DiscoverVulnerability,O
659,iOS,O,B-Person
659,allowing,O,B-Vulnerability
659,file,O,B-System
659,attack,O,I-Software
661,dollars,O,B-Person
661,-,O,B-Device
663,to,O,I-Vulnerability
664,to,O,I-Vulnerability
665,found,B-DiscoverVulnerability,O
669,disclosing,B-DiscoverVulnerability,O
671,identified,B-DiscoverVulnerability,O
671,-,O,B-Vulnerability
671,An,O,B-Vulnerability
671,expert,O,I-Vulnerability
671,says,B-DiscoverVulnerability,O
671,popular,O,I-Person
673,discover,B-DiscoverVulnerability,O
673,iOS,O,B-Person
673,allowing,O,B-Vulnerability
673,file,O,B-System
673,attack,O,I-Software
674,discover,B-DiscoverVulnerability,O
674,iOS,O,B-Person
674,allowing,O,B-Vulnerability
674,file,O,B-System
674,attack,O,I-Software
676,have,B-DiscoverVulnerability,O
676,discovered,I-DiscoverVulnerability,B-Person
676,date,O,I-Vulnerability
676,--,O,I-Vulnerability
676,may,O,I-Vulnerability
677,security,O,B-System
677,fixed,B-PatchVulnerability,I-System
677,Posted,O,B-Vulnerability
677,by,O,I-Vulnerability
678,security,O,B-System
678,fixed,B-PatchVulnerability,I-System
678,Posted,O,B-Vulnerability
678,by,O,I-Vulnerability
683,found,B-DiscoverVulnerability,O
683,and,O,B-Vulnerability
683,going,O,I-Vulnerability
684,discover,B-DiscoverVulnerability,O
684,iOS,O,B-Person
684,allowing,O,B-Vulnerability
684,file,O,B-System
684,attack,O,I-Software
685,found,B-DiscoverVulnerability,O
685,versions,O,B-Vulnerability
685,Use,O,I-Version
685,alternative,O,B-System
690,addressing,I-PatchVulnerability,O
690,their,O,I-Organization
690,vulnerability,O,I-Organization
691,their,O,I-Organization
691,vulnerability,O,I-Organization
695,identified,B-DiscoverVulnerability,O
695,:,O,B-Vulnerability
695,An,O,B-Vulnerability
695,expert,O,I-Vulnerability
695,says,B-DiscoverVulnerability,O
695,the,O,B-Person
695,popular,O,I-Person
697,identified,B-DiscoverVulnerability,O
697,:,O,B-Vulnerability
697,An,O,B-Vulnerability
697,expert,O,I-Vulnerability
697,says,B-DiscoverVulnerability,O
697,the,O,B-Person
697,popular,O,I-Person
702,about,O,B-Person
702,http://motherboard.vice.com/read/encryption-program-truecrypt-has-a-critical-vulnerabilityÃÂÃÂ ÃÂ¢ÃÂÃÂ¦,O,I-Vulnerability
703,#NNOCCI,O,I-Vulnerability
703,Coastal,O,I-Vulnerability
709,is,B-DiscoverVulnerability,O
709,found,I-DiscoverVulnerability,O
710,identified,B-DiscoverVulnerability,O
710,http://ift.tt/1GhfticÃÂÃÂ ,O,B-Vulnerability
710,(,O,B-Vulnerability
710,via,O,I-Vulnerability
712,identified,B-DiscoverVulnerability,O
712,http://ift.tt/1GhfticÃÂÃÂ ,O,B-Vulnerability
712,An,O,B-Vulnerability
712,expert,O,I-Vulnerability
712,says,B-DiscoverVulnerability,O
712,the,O,B-Person
712,popular,O,I-Person
714,shows,B-DiscoverVulnerability,O
717,reveals,B-DiscoverVulnerability,O
718,disclosure,I-DiscoverVulnerability,O
724,exists,B-DiscoverVulnerability,O
724,in,I-DiscoverVulnerability,O
724,Forms,O,B-Vulnerability
724,Experience,O,I-Vulnerability
724,its,O,I-System
724,use,O,I-System
725,identified,B-DiscoverVulnerability,O
725,http://fb.me/32Ge0m6LzÃÂÃÂ ,O,B-Vulnerability
727,WinRAR,O,I-Vulnerability
727,identified,B-DiscoverVulnerability,O
727,:,O,B-Vulnerability
727,An,O,B-Vulnerability
727,expert,O,I-Vulnerability
727,says,B-DiscoverVulnerability,O
727,the,O,B-Person
727,popular,O,I-Person
730,discover,B-DiscoverVulnerability,O
730,iOS,O,B-Person
730,app,O,B-Vulnerability
730,malicious,O,B-Software
730,file,O,I-Software
730,attack,O,I-Software
733,discover,B-DiscoverVulnerability,O
733,iOS,O,B-Person
733,allowing,O,B-Vulnerability
733,file,O,B-System
733,attack,O,I-Software
738,fixed,B-PatchVulnerability,O
738,to,O,I-Vulnerability
741,discover,B-DiscoverVulnerability,O
741,iOS,O,B-Person
741,allowing,O,B-Vulnerability
741,file,O,B-System
741,attack,O,I-Software
742,discover,B-DiscoverVulnerability,O
742,iOS,O,B-Person
742,allowing,O,B-Vulnerability
742,file,O,B-System
742,attack,O,I-Software
745,discover,B-DiscoverVulnerability,O
745,iOS,O,B-Person
745,allowing,O,B-Vulnerability
745,file,O,B-System
745,attack,O,I-Software
747,tells,B-DiscoverVulnerability,O
748,discover,B-DiscoverVulnerability,O
748,#iOS,O,B-Person
751,Apache,O,B-Data
754,(,O,I-Vulnerability
759,discover,B-DiscoverVulnerability,O
759,iOS,O,B-Person
759,allowing,O,B-Vulnerability
759,file,O,B-System
759,attack,O,I-Software
761,discover,B-DiscoverVulnerability,O
761,iOS,O,B-Person
761,allowing,O,B-Vulnerability
761,file,O,B-System
761,attack,O,I-Software
765,discover,B-DiscoverVulnerability,O
765,iOS,O,B-Person
765,allowing,O,B-Vulnerability
765,file,O,B-System
765,attack,O,I-Software
767,discover,B-DiscoverVulnerability,O
767,in,O,B-Person
767,iOS,O,B-Person
767,allowing,O,B-Vulnerability
767,file,O,B-System
767,attack,O,I-Software
768,discover,B-DiscoverVulnerability,O
768,iOS,O,B-Person
768,allowing,O,B-Vulnerability
768,file,O,B-System
768,attack,O,I-Software
769,discover,B-DiscoverVulnerability,O
769,iOS,O,B-Person
769,allowing,O,B-Vulnerability
769,file,O,B-System
769,attack,O,I-Software
770,discover,B-DiscoverVulnerability,O
770,iOS,O,B-Person
770,allowing,O,B-Vulnerability
770,file,O,B-System
770,attack,O,I-Software
772,discover,B-DiscoverVulnerability,O
772,iOS,O,B-Person
772,allowing,O,B-Vulnerability
772,file,O,B-System
772,attack,O,I-Software
774,discover,B-DiscoverVulnerability,O
774,iOS,O,B-Person
774,http://j.mp/1YODrwGÃÂÃÂ ,O,B-Vulnerability
774,@myakzan,O,B-System
776,has,B-DiscoverVulnerability,B-Vulnerability
776,been,I-DiscoverVulnerability,I-Vulnerability
776,discovered,I-DiscoverVulnerability,I-Vulnerability
776,that,O,I-Vulnerability
778,has,B-DiscoverVulnerability,B-Vulnerability
778,been,I-DiscoverVulnerability,I-Vulnerability
778,discovered,I-DiscoverVulnerability,I-Vulnerability
778,that,O,I-Vulnerability
780,has,B-DiscoverVulnerability,B-Vulnerability
780,been,I-DiscoverVulnerability,I-Vulnerability
780,discovered,I-DiscoverVulnerability,I-Vulnerability
780,that,O,I-Vulnerability
782,has,B-DiscoverVulnerability,B-Vulnerability
782,been,I-DiscoverVulnerability,I-Vulnerability
782,discovered,I-DiscoverVulnerability,I-Vulnerability
782,that,O,I-Vulnerability
784,has,B-DiscoverVulnerability,B-Vulnerability
784,been,I-DiscoverVulnerability,I-Vulnerability
784,discovered,I-DiscoverVulnerability,I-Vulnerability
784,that,O,I-Vulnerability
786,has,B-DiscoverVulnerability,B-Vulnerability
786,been,I-DiscoverVulnerability,I-Vulnerability
786,discovered,I-DiscoverVulnerability,I-Vulnerability
786,that,O,I-Vulnerability
787,has,B-DiscoverVulnerability,B-Vulnerability
787,been,I-DiscoverVulnerability,I-Vulnerability
787,discovered,I-DiscoverVulnerability,I-Vulnerability
787,that,O,I-Vulnerability
789,has,B-DiscoverVulnerability,B-Vulnerability
789,been,I-DiscoverVulnerability,I-Vulnerability
789,discovered,I-DiscoverVulnerability,I-Vulnerability
789,that,O,I-Vulnerability
791,has,B-DiscoverVulnerability,B-Vulnerability
791,been,I-DiscoverVulnerability,I-Vulnerability
791,discovered,I-DiscoverVulnerability,I-Vulnerability
791,that,O,I-Vulnerability
792,has,B-DiscoverVulnerability,B-Vulnerability
792,been,I-DiscoverVulnerability,I-Vulnerability
792,discovered,I-DiscoverVulnerability,I-Vulnerability
792,that,O,I-Vulnerability
794,has,B-DiscoverVulnerability,B-Vulnerability
794,been,I-DiscoverVulnerability,I-Vulnerability
794,discovered,I-DiscoverVulnerability,I-Vulnerability
794,that,O,I-Vulnerability
795,has,B-DiscoverVulnerability,B-Vulnerability
795,been,I-DiscoverVulnerability,I-Vulnerability
795,discovered,I-DiscoverVulnerability,I-Vulnerability
795,that,O,I-Vulnerability
797,has,B-DiscoverVulnerability,B-Vulnerability
797,been,I-DiscoverVulnerability,I-Vulnerability
797,discovered,I-DiscoverVulnerability,I-Vulnerability
797,that,O,I-Vulnerability
798,has,B-DiscoverVulnerability,B-Vulnerability
798,been,I-DiscoverVulnerability,I-Vulnerability
798,discovered,I-DiscoverVulnerability,I-Vulnerability
798,that,O,I-Vulnerability
800,has,B-DiscoverVulnerability,B-Vulnerability
800,been,I-DiscoverVulnerability,I-Vulnerability
800,discovered,I-DiscoverVulnerability,I-Vulnerability
800,that,O,I-Vulnerability
802,has,B-DiscoverVulnerability,B-Vulnerability
802,been,I-DiscoverVulnerability,I-Vulnerability
802,discovered,I-DiscoverVulnerability,I-Vulnerability
802,that,O,I-Vulnerability
804,has,B-DiscoverVulnerability,B-Vulnerability
804,been,I-DiscoverVulnerability,I-Vulnerability
804,discovered,I-DiscoverVulnerability,I-Vulnerability
804,that,O,I-Vulnerability
806,has,B-DiscoverVulnerability,B-Vulnerability
806,been,I-DiscoverVulnerability,I-Vulnerability
806,discovered,I-DiscoverVulnerability,I-Vulnerability
806,that,O,I-Vulnerability
807,has,B-DiscoverVulnerability,B-Vulnerability
807,been,I-DiscoverVulnerability,I-Vulnerability
807,discovered,I-DiscoverVulnerability,I-Vulnerability
807,that,O,I-Vulnerability
809,has,B-DiscoverVulnerability,B-Vulnerability
809,been,I-DiscoverVulnerability,I-Vulnerability
809,discovered,I-DiscoverVulnerability,I-Vulnerability
809,that,O,I-Vulnerability
810,has,B-DiscoverVulnerability,B-Vulnerability
810,been,I-DiscoverVulnerability,I-Vulnerability
810,discovered,I-DiscoverVulnerability,I-Vulnerability
810,that,O,I-Vulnerability
812,has,B-DiscoverVulnerability,B-Vulnerability
812,been,I-DiscoverVulnerability,I-Vulnerability
812,discovered,I-DiscoverVulnerability,I-Vulnerability
812,that,O,I-Vulnerability
813,has,B-DiscoverVulnerability,B-Vulnerability
813,been,I-DiscoverVulnerability,I-Vulnerability
813,discovered,I-DiscoverVulnerability,I-Vulnerability
813,that,O,I-Vulnerability
815,has,B-DiscoverVulnerability,B-Vulnerability
815,been,I-DiscoverVulnerability,I-Vulnerability
815,discovered,I-DiscoverVulnerability,I-Vulnerability
815,that,O,I-Vulnerability
817,has,B-DiscoverVulnerability,B-Vulnerability
817,been,I-DiscoverVulnerability,I-Vulnerability
817,discovered,I-DiscoverVulnerability,I-Vulnerability
817,that,O,I-Vulnerability
819,has,B-DiscoverVulnerability,B-Vulnerability
819,been,I-DiscoverVulnerability,I-Vulnerability
819,discovered,I-DiscoverVulnerability,I-Vulnerability
819,that,O,I-Vulnerability
820,has,B-DiscoverVulnerability,B-Vulnerability
820,been,I-DiscoverVulnerability,I-Vulnerability
820,discovered,I-DiscoverVulnerability,I-Vulnerability
820,that,O,I-Vulnerability
822,has,B-DiscoverVulnerability,B-Vulnerability
822,been,I-DiscoverVulnerability,I-Vulnerability
822,discovered,I-DiscoverVulnerability,I-Vulnerability
822,that,O,I-Vulnerability
824,has,B-DiscoverVulnerability,B-Vulnerability
824,been,I-DiscoverVulnerability,I-Vulnerability
824,discovered,I-DiscoverVulnerability,I-Vulnerability
824,that,O,I-Vulnerability
826,has,B-DiscoverVulnerability,B-Vulnerability
826,been,I-DiscoverVulnerability,I-Vulnerability
826,discovered,I-DiscoverVulnerability,I-Vulnerability
826,that,O,I-Vulnerability
828,has,B-DiscoverVulnerability,B-Vulnerability
828,been,I-DiscoverVulnerability,I-Vulnerability
828,discovered,I-DiscoverVulnerability,I-Vulnerability
828,that,O,I-Vulnerability
830,has,B-DiscoverVulnerability,B-Vulnerability
